ID,question
1922,Que prendre en cas de migraine et d'échec thérapeutiques aux triptans?
1923,je dois faire les vaccins contre l'hépathite a (havrix) et celui contre la fièvre typhoïde (typhum v1). les avez-vous faits? des soucis?
1924,"je prends varnoline continu, les 7 pilules verte à la fin de la plaquette est-ce-qu'elles apporte automatiquement le règles ? ou au bout d'un moment on a plus nos règles ?"
1925,mon mari est sous piquûre de nalbuphine. risque t'il de devenir dépendant?
1926,a quoi servent folliculinum et lutéinum exactement ?
1927,lumalia efficace en combien de temps ?
1928,est ce que mes pertes blanches sont à cause de la pilule?
1929,Puis-je conduire sous temesta ?
1930,"je prends triafémi. je me suis trompée de comprimé. depuis avec mon copain, on prend nos précautions. mais est ce nécessaire de continuer puisque j'entame une autre plaquette?"
1931,qui connait elevit ??
1932,"bonjour, quels sont vos expériences et témoignages sur le temesta ?"
1933,est-ce que le seropram baisse la libido? est-ce que ca arrive la plupart du temps?
1934,"trinordiol efficace dès le premier jour??,"
1935,je voudrais savoir si une femme enceinte a déjà pris l'antibio amoxicilline ?
1936,le bilaska fonctionne-t-il plusieurs jours?
1937,"leponex, quels dosage sont disponibles en pharmacie ?"
1938,effets secondaires du zoloft?
1939,effet avec lutenyl -que dois-je faire?
1940,Lorsqu'on utlise un Compeed sur une ampoule fermée faut-il la désinfecter ou suffit-il que la peau soit propre ?
1941,"je viens d'apprendre qe je suis enceinte,  j'ai surement des rappels de vaccins a faire pr pouvoir faire mes stages en milieux hospitaliers? est ce que je porrai les faire en étant enceinte ou est ce dangereux pr bb?"
1942,"j'ai lu les contre indications de l'amoxicilline, est ce que cela n'arrive que dans des cas extrémment rares, ou c'est trés fréquent?"
1943,"je suis en retard de 6 mois pour mon rappel dt polio. j'essaie d'avoir un bébé. si je vais faire mon vaccin, je serais obligé de faire attention pendant quelques mois pour un bébé ou bien je pourrais continuer mes essais tranquilement sans me poser de question ?"
1944,je voi sur la plaquette de minidril qu'il y a les jour de la semaine d'ecri dessus.   si mon premier jour  de regle c'est mercredi est ce que je peu prendre n'importe quel mercredi sur la plaquette ?
1945,"habituellement je prends ma pillule jasminelle à 22h le soir, mais là, je la prenais vers 4h du matin..je voudrais savir s'il y a un risque au niveau des retards..?"
1946,renutryl : quel volume ?
1947,Le lasilix est il dangereux ?
1948,acide folique effets secondaires?
1949,Je suis sous Effexor 150 mg depuis bientôt 1 an et je vais surement arrêter pour  passer sous Seroplex. Le sevrage est-il pénible ?
1950,"bonjour, mon médecin m'a changé mon traitement anti-dépresseur effexor pour du seroplex. ma question est de savoir quels effets indésirables vous avez eu avec la prise de ce médicament. avec efexor, je n'avais comme effets indésirables la bouche pâteuse et une constipation. avec seroplex y a t'il pour certain(e)s d'entre vous eu prise de poids? je vous remercie de votre réponse"
1951,je voudrais savoir si lon peut prendre de l'ibuprofen avec du solupred?
1952,".la pilule fait-elle effet? je la prend depuis 1 semaine maintenant, c'est cycléane je crois."
1953,nootropyl est-il bien pour les enfants?
1954,"j'ai une patiente qui a été successivement sous Humira puis Enbrel pour une spondylarthrite. qui a ddéveloppé un cancer du thymus et qui a des bouffées de chaleur, que conseillez-vous ?"
1955,conséquence du sevrage de seroplex ??
1956,"avec diane 35, au bout de combien de temps arreter le preservatif ?"
1957,Comment avez vous fait lorsque vous avez une allergie à c'ause d'un stérilet?
1958,mélange xanax + abilify ?
1959,huiles essentielles pendant grossesse ??
1960,Vibramycine est ellle indiquée en prévention du paludisme ?
1961,"je prends la pilule ludéal gé, mais j'ai un traitement pour une angine à base d'amoxiciline. est-ce que ce médicament peut avoir une influence sur ma contraception?"
1962,est-ce que les IPP ont une action sur les  récepteurs dans les intestins ?
1963,"J'ai arrêté seroplex, maintenant j'ai de la fatigue monstrueuse. quelqu'un peut m'aider?"
1964,deroxat effets secondaires et autres questions
1965,champix ?  Encore disponible ?
1966,"Depuis que je prend zoloft, j'ai des nausées et des vertiges au réveil quoi faire ?"
1967,une infirmière  peut prescrire de l’urgo k2?
1968,comment utiliser les huiles essentielles?
1969,theralene et conduite véhicule ?
1970,Qu'est que norset et dépamide ?
1971,"zovirax et grossesse??,"
1972,quetiapine à 67 ans ?
1973,"Si sur une ordonnance sécurisée le médecin prescrit des spécialités liste 1 et 2 et du zolpidem , dans le carré il doit mettre 1 ( pour une spécialité stup) ou la quantité totale de produits prescrits ?"
1974,Mianserine peut il provoquer une fibrillation auriculaire ?
1975,Est-ce que l'utilisation de cortancyl lors de crises de douleurs a cause d'une polyarthrite rhumatoïde est considéré comme usage hors AMM ?
1976,connaissez vous d'autres traitements qui soulage la douleur de la poussée dentaire ?
1977,ma fille a eu les les 2 injections du vaccin infanrix quinta et je ne souhaite paas faire le rappel.   quelles sont les risques d'arreter en cours de vaccination?
1978,est ce vrai que le xanax pourait diminuer l'envie de fumer ?
1979,zoloft fait grossir?
1980,"on m a prescrit du deroxat? savez vous si ça a une incidence sur l appetit et /ou la prise de poids ,?"
1981,"je prend cérazette depuis presque un an et de temps en temps j ai des des perte marrons, ça dure plus de 8 jours. C'est normal ?"
1982,Comparaison Naramig et Imigrane
1983,"j'ai lu que l'haldol crée de l'ennuie et des impatiences, mais je n'en prend que 5 mg par jour, je ne sais pas trop quoi faire"
1984,L'alprazolam traite l'anxiété mais traite-t-il aussi l'irritabilité ?
1985,helicobactère pilori et grossesse ?
1986,cefixime pour gastro??
1987,"bjr tout le monde,   on vient de me prescrire du dépamide à raison de 2 le soir dosé à 300 mg pdt 10 jours. quelqu 'un en a-t-il déjà pris ? si oui est-il efficace ? et quels sont les effets secondaires ?   merci nadine"
1988,Puis-je diluer un comprimé d'ibuprofène dans un verre d'eau pour l'avaler plus facilement ?
1989,"je suis allé chez mon médecin faire mon deuxième vaccin contre l'hépatite a et b, le deuxième vaccin me donne mal dans tout mon bras gauche et dans ma main gauche, est ce normal?"
1990,vaccin hpv : que faire ?
1991,"ma chienne qui est de nature très stressée et anxieuse. de plus elle fait des crises d'épilepsie. nous avons commencé un traitement au phénobarbital et je voudrais le coupler avec l'homéopathie (epileptyl) mais concernant l'anxiété et le stress, pensez vous que je peux lui donner du gelsemium?"
1992,ou acheter le millepertuis ?
1993,"Le laroxyl, c'est quoi ?"
1994,Que pensez-vous d'une ordonnance pour une femme enceinte de 7 mois : ferrostrane 2cac 3*par jour  acide folique 0.4 mg 2/jour ?
1995,existe t'il un vaccin homéopathique contre le tétanos ?
1996,ma copine prend seropram et na plus du tout envie de moi c'est normal ?
1997,Peut-on délivrer de l’huile de ricin en quantité supérieure à 30 ml ?
1998,Le valium donne-t-il des cauchemars ?
1999,Mon réfrigérateur est tombé en panne une nuit entière avec Copaxone à l'intérieur et la température maximale atteinte a été de 15°C. Puis-je encore l'utiliser ?
2000,lysopaine et coluhextril??
2001,ça fait une semaine que je prend cerazette et hier j'ai eu des saignement comme mes regles. est ce normal ?
2002,Qu'est-ce que l'estrofem ?
2003,Une femme prenant Levocétirizine 5mg Arrow Laboratoires à raison de un comprimé par jour souhaite savoir si elle peut prendre 2 comprimés dans les périodes de crises allergiques ?
2004,le medicament metformine 100 mg contre le diabete fait il vraiment maigrir ?
2005,stablon ? = ATD ?
2006,mon fils s'est fait vacciné hier. c'est rouge et gonflé maintenant.que dois je faire?
2007,"mirena = acné, mais est-ce que ça s'estompe avec le temps ?"
2008,ma fille a 10 mois et n'as jamais fait ses nuits. elle s'enerve de plus en plus et a du mal à se rendormir. j'essai depuis hier stramonium 15ch et peut etre vais je rajouter arsenicum 15 ch mais je ne sais pas trop si c'est bien adapté a son age?
2009,Quels sont les avantages du Veratran ?
2010,Je viens de subir un acte dentaire et on m'as prescrit de l'Amoxicilline Sandoz 1g comprimé dispersible. Je voudrais savoir s'il y a une contre indication à consommer du cannabis avec ce traitement ?
2011,arrêt diane 35=acné ?
2012,combien de lyoc dans boîte de spasfon ?
2013,"divarius, sevrage??"
2014,J’ai une patiente qui veut soigner son psoriasis du cuir chevelu avec huiles essentielles que conseillez-vous ?
2015,enchaînement de plaquettes adépal et reprise??
2016,inexium pour les ulcères ??
2017,ou acheter des arkogellules de lamier blanc?
2018,"ma copine prenais la pillule minidril depuis 1 ans, mais le medecin lui a changé de pillule pour daly gé.Est ce normal de ne plusa voir de libido?"
2019,nuvaring ça se périme ??
2020,Quelle est l'utilisation première de la Prednisone ?
2021,"Je dois prendre deroxat le matin, le midi ou le soir ?"
2022,"mon médecin vient de me prescrire surgestone"" pour traiter l'endometriose. Combien de temps faut-il le prendre ?"
2023,comment mettre de la bétadine sur la fissure à l'entré du vagin?
2024,"je suis allé acheter du contramal sans la prescription de mon médecin, et le pharmacien m'a donné du contramal 50mg sans rien me demander. c'est normal ou la prescription aurait du être demandé ?"
2025,le doliprane peut il faire avorter??
2026,j'ai pris deux cachets de panthoprazole 40mg par inadvertance. est ce grave?
2027,lutenil ? m'informer sur ce medicament
2028,abilify / traitement nouveau?
2029,est ce qu'il y a un risque de grossesse avec stérilet cuivre  ?
2030,Quelle est l’indication d’une monodose d’azithromycine à 3g ?
2031,depuis dizaine de jours je prend du doliprane soit 100 mg par jours ce qui fait un total de 15 00 mg de doliprane en 15 jours est-ce un surdosage?
2032,Est ce qu'il est possible de tomber enceinte sous nuvaring?
2033,quels sont les différents sterilets?
2034,"demangeaisons, questran ??"
2035,"minesse et migraine,??"
2036,comment agit la molecule dans effexor ?
2037,"si je prends plusieurs barre de lexomil, je risque quoi ?"
2038,"est-il possible de, comme une ""pilule classique"", prendre lutéran 10 en continu ? en cas d'oubli de lutéran, quel est le délai pour reprendre un cp sans avoir à se protéger autrement car risque ?"
2039,"bonjour, qui a déjà pris la pilule méliane et son générique? avez vous eu des problèmes au changement?  normalement ce devrait être la même chose mais pour ma part, j'ai eu quelques pertes marrons claires (spotting?) au changement.  j'attends vos réponses!! merci!!"
2040,"je ne supporte pas la pilule minesse et ma gyneco m'a donne meliane à la place. ma gygy m'a dit d'arreter minesse le jeudi soir dc de prendre la derniere et de prendre meliane le mardi, c'est à dire comme d'hab avec minesse. et ensuite pendt 3 semaines et 1 semaine de repose. est ce que c'est ca le compte? est ce que je suis protégée en changeant de pilule et est ce que je suis protegee durant la periode de repos et les 4 jours de repos entre minesse et meliane. qui a deja pris meliane, et qd avez vs eu vos regles?"
2041,"cela faisais 12 mois que je prenais plus la pilule, là je suis à la pose de 7 jours mais je n'ai pas mes règles est ce normal ?"
2042,Une patiente traitée par Seroplex 10mg souhaite savoir si elle peut prendre du Doliprane avec son traitement ?
2043,revaxis?
2044,seropam peut il être pris avec un autre antidépresseur ?
2045,les granules homépathiques peuvent-elles être diluées dans une solution?
2046,"pilule jasmine, qui connait ?"
2047,Quels sont les effets secondaires du Stablon?
2048,j'ai commencé ma pilule a l'envers(depuis 2 jours). que dois-je faire maintenant ?
2049,xyzall et palpitations ?
2050,est ce que spasmine est un somnifere?
2051,"je viens de commencer holgyème il y a 3 jours, les heures qui suivent la prise du comprimé j'ai mal au coeur,nausées et mal au crâne. Est-ce que ces symptomes se prolongent dans le temps ?"
2052,Les IEC et les SARTANS peuvent ils provoquer une Insuffisance rnale fonctionnelle ?
2053,Quels sont les risques de monuril et urispas si je suis enceinte ?
2054,quel risque à prendre du macrogol plusieurs mois de suite ?
2055,luteran à prendre en continu ou pas ?
2056,"Xylo visqueuse et Eludril chez des enfants de 3 ans pour syndrome pieds mains bouche, qu'en pensez-vous?"
2057,J'ai oublié ma plaquette de Meliane et le pharmacien m'a donné la générique pour terminer mon cycle. Existe t'il un risque sachant qu'il s'agit de la même molécule ?
2058,j'ai fais un arrêt de 7jours entre la jasmine et trinordiol : est-ce grave d'avoir fait l'arrêt de 7jours entre la dernière jasmine et la première trinordiol?
2059,Avez-vous déjà eu une ordonnance pour du Josir chez une femme âgée sous Ditropan?
2060,est ce que l'arcalion peut entraîner des insomnies?
2061,"je suis sous traitement chimiothérapique depuis novembre, 2007, est-il utile, voire prudent ou bien carrément dangereux de me faire injecter le vaccin anti-grippe ?"
2062,Comment préparer une solution d'arnica ?
2063,je parle du temesta expidet (qui fond dans la bouche) à 1mg. combien de temps après la prise le médicament commence-t-il à faire effet ?
2064,di-hydan ??
2065,mon médecin m'a prescrit du duphaston cela va t'il me permettre de tombé rapidement enceinte ?
2066,Est-il dangereux de prendre du Lexomil comprimé dont la date de péremption est passée il y a 6mois ?
2067,"je prends varnoline continue. varnoline est ma première contraception et juske la je n'ai jamais eu de cycles réguliers, j'ai donc quelques peurs a l'approche de la fin de la première plaquette. dois je commencer ma deuxieme plaquette comme il est prévu avec ce type de varnoline, même si je n'ai pas encore mes règles a la fin de la première plaquette??oui au contraire dois je attendre l'arrivée de mes règles avant de commencer la suivante(je pense que ca couperait l'effet nan??"
2068,est ce que comme moi la pilule cerazette vous provoque de forte migraines?
2069,revaxis et tubertest enceinte?
2070,dosage amoxicilline enfant ?
2071,La levure de bière peut elle être utilisée pour restaurer la flore intestinale quand on est sujet à la constipation ?
2072,Qu'est-ce que l'arpagophyton ?
2073,spotting pendant anneau mais pas de règles durant pause?
2074,je prends trinordiol depuis 8 jours et je ne fais que pleurer et déprimer + spotting de pire en pire chaque jour. Que dois faire?
2075,"je pense commencer folliculinum, combien ca coûte ?"
2076,j'ai mes regles or que sa fait 2 semaine que j'ai enchainé la 2eme plaquette!! suis-je entrain de faire une fausse couche ?
2077,informations officielles theralene?
2078,quand commencer 1ere prise de la pilule après norlevo ?
2079,j'ai arrété séroplex depuis deux semaines car je veux changer. Que puis je prendre ?
2080,"ma maman agée de 39 ans vient d'apprendre qu'elle a un cancer generalisé. Cela a commencé par un cancer du col de l'ulterus qui s'est propagé aux ovaires, aux reins, la vessie et l'estomac. Les médecins ont pratiqué une hystérectomie mais cela n'a pas suffit. un traitement est t'il possible ??"
2081,"j'ai commencé leeloo gé ce mois-ci et depuis quelques jours, j'ai commencé à avoir des crampes abdominales comme lors des règles et des pertes brunâtres (parfois rouge). est-ce normal ?"
2082,plus de règles depuis le retrait de mirena?
2083,le paracétamol n'éatit pas un anti inflammatoire mais un antalgique : il bloquerait l'influx nerveux douloureux dans le cerveau.  est ce quelqu'un saurait comment il bloque cet influx??
2084,"je prends la pilule trinordiol que j'aurais du reprendre samedi mais je l'ai reprise dimanche, aprés un arret non pas de 7 jours mais 8  je me demandais si c'était grave ou pas ?"
2085,alternative sans ordonnance pour inexium 40g ?
2086,Trimgel et depakote sont il compatibles N
2087,minoxydil à 5% déconseillé pour les femmes ?
2088,j'ai oublié ma pilule daily gé ches mes parents. il me reste une vieille pilule androcure. puis-je la prendre en remplacement de daily gé pendant quelques jours ?
2089,"bonjour, je viens d'enlever mirena il y a 1h    suite de des soucis de règles depuis 3 mois ( mirena avait 4 ans). et des soucis depuis que j'ai ce stérilet. le gyneco m'a prescrit desobel ( micro dosée remboursée) je dois attendre mes règles je sais, mais est ce que je peux prendre la pilule mtn ? quel sont les risques ( j'ai pas envie d'attendre car je fais bcp de natation, et j'aime savoir qd je vais être réglée) des conseils ? merci."
2090,"J'ai oublié de prendre holgyome, dois je prendre 2 pillules consécutives?"
2091,Le sipralexa est il efficace contre l'anxiété ?
2092,La pharmacienne reçoit une ordonnance inhabituelle de colpotrophine crème pour une enfant de moins de 2 ans pour soigner des irritations. Elle demande si un tel cas a déjà été recensé
2093,Dosage clarithromycine chez enfant ?
2094,quels effets thérapeutiques du stablon ?
2095,nuvaring dans le frigo?
2096,Y a-t-il une periode d'adaptation au Deroxat ?
2097,phaéva entraine-t-elle des problèmes gynécologiques?
2098,je suis tout le temps fatiguée et je pense que cela vient de deroxat et vous?
2099,j'ai l'impression d'avoir perdue l'apetit depuis que je prend du deroxat (depuis une petite semaine). pourtant y parait que ça stimule l'apetit et que ça fait prendre du poid. c'est normal de perdre l'appetit les premiers jours ?
2100,temerit et bois bande ??
2101,"une cliente voudrait soulager sa petite fille qui souffre de terreurs nocturnes, par voie homéopathique les crises durent parfois jusqu'à 5 minutes et l'enfant ensuite se rendort normalement.: que proposer?"
2102,"aujourd'hui mon médecin m'a prescrit du magnésium injectable mais il m'a dit de le boire mélangé avec un peu d'eau alors que sur la notice c'est écrit ""intraveineuse"". qu'en pensez-vous ?"
2103,Les troubles de l'érection sous escitalopram sont ils connus ?
2104,"j'ai pris le deroxat, ya deux jours, aujourd'hui, j'ai les mêmes symptome q'une infection urinaire que j'ai fait il y a de ça 2 ans, est ce normal?"
2105,quel nom commercial pour le lithium ?
2106,vaccins - où le faire ?
2107,j'ai fait le vaccin de la fièvre jaune il y a maintenant 7 jours. de suite après la piqure j'ai ressenti des espèces de léger picotements sous le pied gauche puis rien ne s'est passé pendant 2/3 jours. hier soir les picotements sont revenus avec une grosse fatigue. c'est normal ?
2108,mon homeo m'a prescrit une dose d'arsenicum album à 200k. c'est quoi cette dilution ?
2109,peut on avaler le subutex au lieu de le faire fondre sous la langue?
2110,je prend minesse depuis 1 mois et demi  depuis j ai pris 4 kg   je suis souvet énervé et le moral  à zéro j ai l impression de déprimé. Est-ce du à ma pilule ?
2111,"fumer avec passiflore, mauvais ?"
2112,La pyostacine pour combattre les infections nosocomiales ?
2113,"voila, j'ai enchainer deux plaquette de pilule, et j'ai commencé la troisième. j'ai prit 10 cachet sur la troisième plaquette. j'ai prit le 10ème hier.  je ne l'ai pas pris aujourd'hui, car je voudrai avoir mes regles cette semaine, pour etre tranquil ce week end avec mon doudou    je suis sous un générique de diance 35. puisque j'ai prit ma dernière pilule dimanche matin. je doit recommencer la pilule quand? c'est la première fois que je fais un arret. et est ce que je peux recommencer avec ma troisème palquette entamer. comme j'enchaine toujours les plaquettes, ca veux dire que j'arreterai dans 1 plaquette et demi, ou 2 plaquette et demi, pour arreter avec une fin de plaquette. ou suis-je obligé de recommencé une nouvelle plaquette?"
2114,pourquoi le revaxis est-il indiqué seulement à partir de 6 ans?
2115,effet secondaire de microval ??
2116,mon fils est sous pediazole. je viens de m'aperçevoir qu'une fois ouvert il faut le conserver au frigo. quel est le risque de le laisser à température ambiante ?
2117,"j'ai commencé une nouvelle pilule ""daily gé"". auparavant je prenait ""melodia"" mais j'ai du l'arrêter car celle-ci me donnait des saignements entre mes règles. le problème, c'est que depuis deux jours, mes saignements recommencent. je voulais savoir si cela peut être un effet secondaire, même si  c'est une pilule forte. où est-ce que cela peut venir du fait que je fume encore?"
2118,Est ce que le captopril que je prends peut être la cause de ma toux sèche ?
2119,je suis sous efexor 37.5 depuis 2 ans et je suis souvent malade fatigue fievre faringite mon medecin me dit que c sans doute l'effexor qui a reduit mes defenses .qen pensez vous?
2120,Peut-on utiliser de la fosfomycine chez une femme enceinte ?
2121,comment utiliser les huiles essentielles contre les états dépressifs ?
2122,rcp de mercillon ?
2123,pourquoi du xanax ?
2124,"je suis sous salazopyrine. au point de peut-être arrêter le traitement, j'ai une agressivité, une irritabilité, énervement, une sorte de tremblements dans les bras, et une sensation que tout mes muscles se crispent surtout ceux de la machoire et du cou. avec le temps cela c'est-il apaisé ??."
2125,je sais que certaine pillule peuvent favoriser les episodes mycosiques et je voulais savoir si minesse est dans ce cas?
2126,aerius et grossesse?
2127,"mon medecin m'a prescrit du duphaston, il m'a dit qu'en 10 jours, j'aurai de nouveau mes regles, la, je suis au 8eme jour et toujours rien. est ce normal?"
2128,telmisartan est-il le générique du Micardis?
2129,vaccin hpv : que faire ?
2130,ou acheter des arkogellules de lamier blanc?
2131,"mon problème est en rapport avec ces maudites bouffées de chaleur qui se sont installées depuis 1an, existe t'il un traitement homéopathique ou de phytothérapie efficace ?"
2132,est ce que l'augmentin développe des kystes ovariens?
2133,est ce que je peux prendre du paracetamol pour la douleur ?
2134,le cymbalta fait-il grossir ?
2135,j'utilise nuvaring depuis 6 mois.  j'ai constaté progressivement une diminution de mes règles (en quantité et en durée) et un délai de plus en plus long avant leur commencement.  devrais-je faire un test de grossesse tous les mois??
2136,Est-ce que la mélatonine ne peut être délivrée que sur ordonnance?
2137,peut-on substituer le zolpidem prescrit à 2/j par des capteurs freestyle libre si l'ordonnance n'est pas sécurisée?
2138,Qu'est-ce qu'un produit de contraste?
2139,danger des huiles essentielles et grossesse?
2140,Est ce qu'une fille au dessous de 3 ans peut prendre nasonex?
2141,a quoi sert seroplex ?
2142,Le transipeg enfant se fait il encore ?
2143,"Je n'ai pas eu de règles après 20 jours sans pilule, y a-t-il un risque que je sois enceinte ?"
2144,délai entre un vaccin et une grossesse?
2145,Est-ce qu'on peut avoir des rapports sexuels non protégés pendant la semaine d'arrêt de Minidril ?
2146,Est ce que je peux prendre des compléments alimentaires hyperprotéinés avec du Xanax ?
2147,norfloxacine + pyostacine ?!
2148,Faut-il prescrire l'Imiject sur une ordonnance spéciale?
2149,je suis sous le générique de jasminelle en discontinu (plaquettes de 21 comprimés). aprés mes 7 jours d'arrêt je suis allée à la pharmacie et l a ont m'a donne le generique de jasminelle mais en continu (28 comprimés). y a t il un risque de grossesse ??
2150,existe t'il svp des solutions pour retrouver une libido normale malgré la prise d'antidépresseurs et d'anxiolytiquess?
2151,quelqu'un connait il un remède pour diminuer mes quintes de toux?
2152,bonjour je prends mélodia depui 9 jours et je voulais savoir si c t possible d'ovuler et si je doi quand meme prendre la pilule du lendemain ?
2153,que pensez-vous du vaccin pentavac ? Y a t'il des risques?
2154,je chercher qq chose sans ordonnance pour ne plus deprimer et ne plus faire de colere !!
2155,"je suis actuellement sous jasmine, mais ce mois-ci j'ai eu des douleurs aux seins. je voudrais essayer cerazette. comment doit-on procéder ?"
2156,Quand vacciner par Neisvac ?
2157,pastille pur la gorge lequelle ??
2158,est-il possible d'associer bi-profenid et du paracetamol (efferalgan) ?
2159,qui a déja eu cérazette ? que pouvez vous m'en dire ?
2160,eruption de boutons: prozac? xanax?
2161,Pourquoi prendre seroplex ?
2162,Avec quoi traiter le diabete par homéopathie?
2163,"je prends marsilid depuis 2 mois. souffrant d'anxiété constante et surtout sociale handicapante, je n'ai plus rien à perdre avec des manipulations hazardeuses à 2 mois de traitement et je suis persuadé que doubler(300mg)(6cmp) la dose maximale(150mg)(3cmp) pourrait amplemant soulager mon anxiété. cependant me direz vous que la dose maxi ne doit pas etre depassé chacun a + ou - son seuil de dose maximale propre à lui meme ?"
2164,solian 50mg pour angoisse ? vrai ou faux?
2165,je prend la pilule jasmine corectement et pendan la periode d'arrêt de 7j g mes regles et  g eu un rapport non protégé avec mon copain (debut de mes regles). jorai voulu savoir si il y a un risk ke je tombe enceinte
2166,hémoclar ?
2167,une solution aux bouffees de chaleur ?
2168,"diu au cuivre, combien de temps les douleurs?"
2169,décontractyl? Retiré du marché ?
2170,j ai change d'antidépresseur. je prenais du deroxat et j'ai arrêté il y 15 jours pour l'effexor.  pas d'effet secondaire les 15 premiers jours.  pourquoi j ai des effets secondaires au bout de 15 jours ? c est parce que j avais encore deroxat dans le sang c est pour ca ? ou c est parce que j ai arreter deroxat d'un coup?
2171,oestrogel sur les seins ?
2172,qui connàit metformine??
2173,Faut-il prendre l'Azilect avant ou pendant les repas?
2174,"transpiration excessive, pas beaucoup de solutions, quel traitement existe?"
2175,désagréments sous herceptin ?
2176,je voulais juste demander si vous connaissez haldol.
2177,"je prends du prozac et je n'en peux plus, la fatigue est devenue chronique. j'ai des vertiges, hypotension. je crois que je vais l'arrêter d'un coup. je me sens encore plus mal, car plus capable d'avoir une activité. est-ce que ça pourrait être un effet secondaire?"
2178,Le ketum est il un placebo ?
2179,bonjour j'ai un vaccin boostrixterra depuis 6 mois dans le frigo. est il encore utilisable ?
2180,puis-je donner de l'extranase pour un eczéma séborrhéique sur le visage ??
2181,"après un oubli du désobel gé 20 de + de 12h, est-on protégée ?"
2182,quels sont les effets indesirables d'effexor?
2183,Fluimucil sans ordonnance est-ce toujours possible ?
2184,le stilnox me donne des hallucinations ainsi que des changements de perception . ?
2185,Peut-on prendre de la mélatonine en même temps que de l'Effexor ?
2186,Quelle est la posologie maximale pour AMM  par rapport au Tramadol?
2187,"si les vaccins causent des réactions indésirables, l’homéopathie peut-elle « nettoyer » les effets secondaires et les symptômes causés par les vaccins?"
2188,Peut on prescrire Stromectol pendant grossesse ?
2189,puis je associer le millepertuis et le grifonia sans danger?
2190,"je suis sous cerazette, j'ai oublié de le prendre il y a deux semaines. j'ai pris le comprimé oublié, mais je ne sais pas si c'était le comprimé de la veille, donc je préfère faire comme si j'avais complètement oublier un comprimé. ils ne disent pas la marche à suivre dans ce cas. j'utilise des préservatifs seulement une semaine aussi?"
2191,"bonjour,  ma copine, samedi passé, a oublié de prendre sa pillule et l'a prise le lendemain (14h de retard). elle était dans sa deuxième semaine. nous avons eu un rapport lundi soir, elle avait pris sa pillule et comme on nous l'avait conseillé, j'ai utilisé un préservatif. manque de pot.. il a craqué pendant le rapport sans que nous nous en rendions compte. aujourd'hui, je suis allé acheter la pillule du lendemain. on se demande maintenant s'il est utile de la prendre ou si nous ne sommes pas entrain de stresser pour rien. sa pillule est la désorelle20 et la pillule du lendemain (pas encore prise) est de la marque norlevo. merci d'avance pour vos réponses!    ps : si elle la prend, doit-on se proteger par la suite jusqu'au prochaine règles? (  )"
2192,Un pharmacien souhaite savoir si Gilenya est listé comme médicament d'exception
2193,"j'ai eu deux vaccins hier, grippe et tétanos, je me suis senti vite fatigué et je suis tombé endormi. et aujourd'hui je suis dans un état fébrile,  avez vous déjà eu un effet similaire ?"
2194,est ce que la vitamine e et b6 favorisent la fertilité?
2195,"minidril, tous les comprimé sont dosé pareil ??"
2196,j'ai repri cerazette et  aujourd'hui je m'apercois que je reperd du sang est ce le retour de couche. si oui est ce que je fini cette plaquette de pillule ? et qd je reprendrais mon ancienne pillule  qui etait trinordiol
2197,je prends mélodia depuis 2 mois je n'ai pas eu mes règles le premier mois et je les attends depuis. j'ai des seins énormes j'ai grossi de 5 kg  en un mois. Est-ce normal ?
2198,De quelle taille sont les gélules de duloxétine Krka ?
2199,"ma fille a fait son vaccin dt polio hier elle a 11ans et là ce matin elle a une forte fievre 39 et elle est rouge est un peu enflé là ou ya eu la piqure c'est la 1er fois qu'elle fait ca ,normal ou pas ?"
2200,pevaryl et grossesse??
2201,"Apparition de bleus sans coup sou deroxat, c'est normal ?"
2202,gardasile ?
2203,Peut on cumulé solupred et orelox avec doliprane ?
2204,"je prends du deroxat depuis deux mois. je vais mieux dans la tête.par contre j'ai des démangeaisons sur tout le corps, qu'est ce qu'on peut prendre pour se soulager?"
2205,Peut-on consommer deroxat une fois la date de péremption passée ?
2206,data sur monéva ?
2207,medicament spéciafoldine ? Listé ?
2208,"je suis sous lutéran je dois le prendre 20 jours par mois et pause de 7 jours, or j'en ai pris 21. si je fais une pause de 8 jours au lieu de 7 d'habitude, je vais pouvoir ""récupérer"" mon comprimé pris en plus ?"
2209,surgestone : depuis quand ça existe ..?
2210,"mon epouse a pris une seule injection de synergon, nous nous rendus compte qu'elle etait en etat de grossesse, quels effets peut avoir cette injections sur le futur enfant?"
2211,sirop toux toplexil?
2212,de quoi est-ce que la cetirizine est-elle le générique?
2213,sertraline quelles sont les risques ?
2214,actifed et dysfonction érectile ?
2215,sevrage effeor 75mg/jr c'est psychosomatique ??
2216,Y a-t-il un risque de fausse couche avec upfen ?
2217,le duphaston ça sert à koi ?
2218,Comment se présente le CellCept ?
2219,Le millepertuis est il une cause de prise de poids ?
2220,vaccin fievre jaune dangeureux?
2221,Est ce que le Zithromax inhibe l'action de la pilule?
2222,est ce l'aspegic et dantalgique peuvent traiter la grosse calcification au poignet?
2223,"maladie de crohn, remicade ?"
2224,Une dame hier est venue à la pharmacie paniqué car elle avait oublié de prendre la progestérone en ovule le matin et que le but était de favoriser la nidation (traitement car déjà une fausse couche) . Je l'ai rassuré en lui disant que un oubli sur 20j matin et soir ce n'était pas grave mais je voulais quand même savoir si il y avait des risques?
